"siteID","collectDate","past_date","Tmean","Tmin","Tmax"
"CARI",2024-07-10 20:20:00,2024-06-26 20:20:00,9.80706093906094,1.078,16.164
"MART",2024-07-23 16:11:00,2024-07-09 16:11:00,10.5601919799499,0.539,16.499
"MART",2024-09-24 16:50:00,2024-09-10 16:50:00,8.18560338814151,1.765,14.7125
"TECR",2024-07-22 18:47:00,2024-07-08 18:47:00,10.4645563909774,0.539,16.499
"TECR",2024-09-25 17:43:00,2024-09-11 17:43:00,8.1220305,1.765,14.018
