"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","sampleCode","slideID","acceptedTaxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","subtribe","genus","specificEpithet","infraspecificEpithet","invertebrateLifeStage","sizeClass","sizeCategory","individualCount","subsamplePercent","estimatedTotalCount","immatureSpecimen","indeterminateSpecies","sampleCondition","distinctTaxon","identificationQualifier","identificationReferences","qcChecked","laboratoryName","identifiedBy","identificationRemarks","dataQF","publicationDate","release"
"03bc2ed8-f1f2-416b-a066-6041e5881064","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"ORTSP3","Y","Orthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Orthocladius","sp.",NA,"larva",3,NA,1,60,2,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"d2da4eb0-8ce8-48bf-b2a6-43c41da49358","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.2","A00000109068",NA,"PARSP29","Y","Parorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Parorthocladius","sp.",NA,"larva",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"0cd5566c-e55a-458d-ba9f-46ca0ecd2cbc","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"SIASP1","Y","Sialis sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Neuropterida","Megaloptera",NA,NA,NA,"Sialidae",NA,NA,NA,"Sialis","sp.",NA,"larva",3,NA,3,100,3,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"19d1fdba-9b6d-446d-ad71-42d99c5cf2a0","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"AFGSP","Y","Afghanurus sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Pisciforma",NA,"Heptagenioidea","Heptageniidae",NA,NA,NA,"Afghanurus","sp.",NA,"larva",4,NA,1,100,1,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"4a72818f-8501-4969-936a-ce21ccb09c16","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"RHYBET","Y","Rhyacophila betteni gr.",NA,"speciesGroup","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Rhyacophiloidea","Rhyacophilidae",NA,NA,NA,"Rhyacophila","betteni gr.",NA,"larva",5,NA,1,50,2,"N","N","condition OK","Y",NA,"Prather and Morris 2001; Morse et al. 2017; Giersch et al. 2012","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"abaa91fb-364c-45d1-8c31-61c901651a49","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063","BA21NEOMST15007O1","NAISP","Y","Naididae sp.",NA,"family","Annelida","Clitellata","Oligochaeta","Oligochaeta",NA,NA,"Tubificida",NA,NA,NA,"Naididae",NA,NA,NA,NA,"sp.",NA,"none",9,NA,1,60,2,"Y","N","condition OK","Y",NA,"Kathman and Brinkhurst, 1999","N","Rhithron Associates, Inc.","A. Fasbender","Rhyacodrilinae/Tubificinae w/ HC",NA,"20221129T234508Z","RELEASE-2023"
"8da3ff11-de2a-499d-a26b-266c23da24d6","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"PROSP37","Y","Prostoma sp.",NA,"genus","Nemertea",NA,"Enopla",NA,NA,NA,"Hoplonemertea","Monostilifera",NA,NA,"Tetrastemmatidae",NA,NA,NA,"Prostoma","sp.",NA,"none",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"4c1bee27-f529-4513-9857-deede1423865","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"DIPHAG","Y","Diphetor hageni",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Pisciforma",NA,NA,"Baetidae",NA,NA,NA,"Diphetor","hageni",NA,"larva",1,NA,36,50,72,"N","N","condition OK","Y",NA,"Morihara and McCafferty 1987; Meyer and McCafferty 2001; Merritt et al. 2019","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"c74279bb-c9fc-4c28-9da0-a9571eb5905c","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"EPHSP","Y","Ephemeroptera sp.",NA,"order","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"sp.",NA,"larva",1,NA,1,100,1,"Y","N","condition OK","N",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"62f9569e-3455-45e3-aa9f-8c14a25d720c","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"HELSP10","Y","Heleniella sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Heleniella","sp.",NA,"larva",3,NA,1,60,2,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"b33fabdd-d792-4519-9820-6452ce6733e4","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.1","A00000109069",NA,"PARSP29","Y","Parorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Parorthocladius","sp.",NA,"larva",2,NA,4,13,31,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"645e702b-17fb-4ad2-a148-e6cdeaaced65","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.2","A00000109068",NA,"COLSP1","Y","Collembola sp.",NA,"order","Arthropoda","Hexapoda","Collembola",NA,NA,NA,"Collembola",NA,NA,NA,NA,NA,NA,NA,NA,"sp.",NA,"none",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"5e255979-9270-4008-a683-0bafcf1fcb0e","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"APASP2","Y","Apatania sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Limnephiloidea","Apataniidae","Apataniinae","Apataniini",NA,"Apatania","sp.",NA,"larva",2,NA,2,100,2,"N","N","condition OK","Y",NA,"Wiggins 1996; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"35fbd284-a9fe-4c74-8ecc-0061df05ce2b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.4","A00000109066",NA,"ELMSP","Y","Elmidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,4,23,17,"Y","N","condition OK","N",NA,"Brown, 1972; Merritt et al. 2019","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"0b94af1a-7ec2-41e8-86b8-f4d8165b607a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"TIPSP","Y","Tipulidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Tipulomorpha",NA,"Tipulidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,2,60,3,"Y","N","condition OK","N",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"b6508fcd-665b-493a-a0be-22d4a5c028ad","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"AMIASP","Y","Amiocentrus aspilus",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Limnephiloidea","Brachycentridae",NA,NA,NA,"Amiocentrus","aspilus",NA,"larva",1,NA,3,100,3,"N","N","condition OK","Y",NA,"Wiggins 1996; Merritt et al. 2019","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"f367ab46-9646-4c3e-a5ef-5d0d38bd5ac7","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"BRUEUM","Y","Brundiniella eumorpha",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Tanypodinae","Macropelopiini",NA,"Brundiniella","eumorpha",NA,"larva",3,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2008; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"e3d959d0-65d1-4d15-ab41-d2122f82dc4e","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"SIASP1","Y","Sialis sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Neuropterida","Megaloptera",NA,NA,NA,"Sialidae",NA,NA,NA,"Sialis","sp.",NA,"larva",2,NA,1,60,2,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"da8f5b6d-ff98-4bf0-9e9b-b2bd1a8f2a46","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"WOOSP","Y","Woolastookia sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Hygrobatoidea","Aturidae",NA,NA,NA,"Woolastookia","sp.",NA,"adult",1,NA,2,100,2,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"6ed7fd00-1633-4e10-91d9-7346faadfeeb","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"STYSP10","Y","Stygomomonia sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Arrenuroidea","Momoniidae",NA,NA,NA,"Stygomomonia","sp.",NA,"adult",1,NA,2,100,2,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"1e047d68-c82c-49db-8432-40b09651333c","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.1","A00000109069",NA,"HETCOR","Y","Heterlimnius corpulentus",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","Elmini",NA,"Heterlimnius","corpulentus",NA,"larva",2,NA,2,13,15,"N","N","condition OK","Y",NA,"Brown 1972; Merritt et al. 2019; Kamite, 2009","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"61c9c16e-9272-47f7-84b9-2cb35ea1bc6b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"CERSP10","Y","Ceratopogoninae sp.",NA,"subfamily","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Ceratopogonidae","Ceratopogoninae",NA,NA,NA,"sp.",NA,"larva",4,NA,2,50,4,"N","N","condition OK","Y",NA,"Merritt et al. 2019","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"6e1a236e-8946-4b57-90b1-17e23fd79d10","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"EPHSP4","Y","Ephemerella sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae",NA,NA,NA,"Ephemerella","sp.",NA,"larva",1,NA,1,100,1,"Y","N","condition OK","Y",NA,"Allen and Edmunds 1965; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"59157b6b-be04-4bb6-9878-240574cc1199","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"ZAISP","Y","Zaitzevia sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","Macronychini",NA,"Zaitzevia","sp.",NA,"larva",2,NA,5,100,5,"N","N","condition OK","Y",NA,"Brown 1972; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"88458af8-f62d-497a-be5c-49f30a60035a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"LEPSP4","Y","Leptophlebiidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Furcatergalia","Lanceolata",NA,"Leptophlebiidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,3,50,6,"Y","N","condition OK","Y",NA,"Merritt et al. 2019","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"19c96d89-da02-4c65-92f5-92fe5b54b229","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"MICSP5","Y","Microtendipes sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Microtendipes","sp.",NA,"larva",3,NA,2,100,2,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"700f4053-9c35-4f8a-af32-170a28b5fb04","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"THIGRO","Y","Thienemannimyia gr.",NA,"speciesGroup","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia","gr.",NA,"larva",1,NA,11,60,18,"Y","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2008; Andersen, Cranston and Epler 2017","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"55a56446-0a47-43d2-927f-c0ea489803e7","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.3","A00000109067",NA,"TANSP8","Y","Tanytarsini sp.",NA,"tribe","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,NA,"sp.",NA,"larva",1,NA,3,50,6,"Y","N","condition OK","N",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","Y","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"07a7edfe-c188-4e41-89a4-e81bd01c328b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.4","A00000109066",NA,"HETCOR","Y","Heterlimnius corpulentus",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","Elmini",NA,"Heterlimnius","corpulentus",NA,"larva",2,NA,2,23,9,"N","N","condition OK","Y",NA,"Brown 1972; Merritt et al. 2019; Kamite, 2009","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"ab51df9d-fa18-4092-aa8a-ca48ae1308a0","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.4","A00000109066",NA,"THISP2","Y","Thienemanniella sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Thienemanniella","sp.",NA,"larva",2,NA,3,23,13,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"eb03946c-6d16-42b7-9d79-cb28537df4f9","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"SIASP1","Y","Sialis sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Neuropterida","Megaloptera",NA,NA,NA,"Sialidae",NA,NA,NA,"Sialis","sp.",NA,"larva",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"dcf60a75-460d-4aea-96fe-d8f575d49030","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"AFGSP","Y","Afghanurus sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Pisciforma",NA,"Heptagenioidea","Heptageniidae",NA,NA,NA,"Afghanurus","sp.",NA,"larva",5,NA,1,100,1,"N","N","condition OK","Y",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"38b6943f-1236-47c4-a451-ae71729da622","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"HELSP10","Y","Heleniella sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Heleniella","sp.",NA,"larva",2,NA,5,60,8,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"d3227921-c3ac-477c-9c73-6321f7809348","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"ZAPSP","Y","Zapada sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Euholognatha",NA,NA,"Nemouridae","Nemourinae",NA,NA,"Zapada","sp.",NA,"larva",1,NA,2,100,2,"Y","N","condition OK","Y",NA,"Baumann et al. 1977; Stewart and Stark 2002; Merritt et al. 2019","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"d94728f9-1888-41b0-8805-fdcddb4e8c1a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"HYDSP21","Y","Hydra sp.",NA,"genus","Cnidaria","Medusozoa","Hydrozoa","Hydroidolina",NA,NA,"Anthoathecatae","Capitata",NA,NA,"Hydridae",NA,NA,NA,"Hydra","sp.",NA,"none",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"77030115-c585-4c4d-a35a-4f7487a71f3d","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"MONSP19","Y","Monatractides sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Lebertioidea","Torrenticolidae",NA,NA,NA,"Monatractides","sp.",NA,"adult",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"78982391-addd-45cc-ae99-62ac2bb4bf4b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.1","A00000109069",NA,"DRUDOD","Y","Drunella doddsii",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae",NA,NA,NA,"Drunella","doddsii",NA,"larva",2,NA,3,13,23,"N","N","condition OK","Y",NA,"Allen and Edmunds 1962","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"f67dd57d-f407-45e7-a3ac-ec8dfac6034b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"MONSP19","Y","Monatractides sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Lebertioidea","Torrenticolidae",NA,NA,NA,"Monatractides","sp.",NA,"adult",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"c1f88184-dfcc-461b-8870-be52d2f76cf9","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"HYGSP2","Y","Hygrobates sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Hygrobatoidea","Hygrobatidae",NA,NA,NA,"Hygrobates","sp.",NA,"adult",1,NA,2,100,2,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"c4cd5fe6-90a0-41cd-9ec0-6e0387f2d285","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"WOOSP","Y","Woolastookia sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Hygrobatoidea","Aturidae",NA,NA,NA,"Woolastookia","sp.",NA,"adult",1,NA,8,50,16,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"1ad83823-665d-4572-bf40-066b3b9b205d","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"WOOSP","Y","Woolastookia sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Hygrobatoidea","Aturidae",NA,NA,NA,"Woolastookia","sp.",NA,"adult",1,NA,3,100,3,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"22de8de1-646f-4c75-af56-4aa43cb8ec6b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.1","A00000109069",NA,"RHESP2","Y","Rheotanytarsus sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus","sp.",NA,"larva",1,NA,1,13,8,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"deb7b9ee-d3e9-47d5-8072-17231f3ee329","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.1","A00000109069",NA,"ORTSP1","Y","Orthocladiinae sp.",NA,"subfamily","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,NA,"sp.",NA,"larva",1,NA,2,13,15,"Y","N","condition OK","N",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
