"HOR.VER","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","soilCO2concentrationMean","soilCO2concentrationExpUncert","finalQF.CO2","soilTempMean","soilTempExpUncert","finalQF.temp"
"003.501","TEAK","003","501",2022-01-01 00:00:00,2022-01-01 00:30:00,2626.9,37.02,0,1.118,0.1364,0
"003.501","TEAK","003","501",2022-01-01 00:30:00,2022-01-01 01:00:00,2629,37.1,0,1.118,0.1364,0
"003.501","TEAK","003","501",2022-01-01 01:00:00,2022-01-01 01:30:00,2630,37.08,0,1.118,0.1364,0
"003.501","TEAK","003","501",2022-01-01 01:30:00,2022-01-01 02:00:00,2628.69,37.04,0,1.119,0.1364,0
"003.501","TEAK","003","501",2022-01-01 02:00:00,2022-01-01 02:30:00,2628,37.03,0,1.119,0.1364,0
"003.501","TEAK","003","501",2022-01-01 02:30:00,2022-01-01 03:00:00,2626.55,37.03,0,1.119,0.1364,0
"003.501","TEAK","003","501",2022-01-01 03:00:00,2022-01-01 03:30:00,2623.62,36.97,0,1.12,0.1364,0
"003.501","TEAK","003","501",2022-01-01 03:30:00,2022-01-01 04:00:00,2620.82,36.89,0,1.12,0.1364,0
"003.501","TEAK","003","501",2022-01-01 04:00:00,2022-01-01 04:30:00,2617.31,36.98,0,1.12,0.1364,0
"003.501","TEAK","003","501",2022-01-01 04:30:00,2022-01-01 05:00:00,2611.95,36.8,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 05:00:00,2022-01-01 05:30:00,2603.79,36.77,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 05:30:00,2022-01-01 06:00:00,2596.02,36.61,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 06:00:00,2022-01-01 06:30:00,2585.53,36.49,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 06:30:00,2022-01-01 07:00:00,2571.1,36.27,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 07:00:00,2022-01-01 07:30:00,2554.38,36.07,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 07:30:00,2022-01-01 08:00:00,2535.35,35.84,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 08:00:00,2022-01-01 08:30:00,2515.23,35.59,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 08:30:00,2022-01-01 09:00:00,2492.06,35.21,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 09:00:00,2022-01-01 09:30:00,2469.64,34.98,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 09:30:00,2022-01-01 10:00:00,2445.78,34.52,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 10:00:00,2022-01-01 10:30:00,2420.85,34.25,0,1.121,0.1364,0
"003.501","TEAK","003","501",2022-01-01 10:30:00,2022-01-01 11:00:00,2396.83,33.97,0,1.122,0.1364,0
"003.501","TEAK","003","501",2022-01-01 11:00:00,2022-01-01 11:30:00,2372.66,33.53,0,1.122,0.1364,0
"003.501","TEAK","003","501",2022-01-01 11:30:00,2022-01-01 12:00:00,2349.45,33.22,0,1.122,0.1364,0
"003.501","TEAK","003","501",2022-01-01 12:00:00,2022-01-01 12:30:00,2325.76,32.89,0,1.123,0.1364,0
"003.501","TEAK","003","501",2022-01-01 12:30:00,2022-01-01 13:00:00,2303.92,32.58,0,1.123,0.1364,0
"003.501","TEAK","003","501",2022-01-01 13:00:00,2022-01-01 13:30:00,2282.38,32.27,0,1.123,0.1364,0
"003.501","TEAK","003","501",2022-01-01 13:30:00,2022-01-01 14:00:00,2262.08,32.02,0,1.123,0.1364,0
"003.501","TEAK","003","501",2022-01-01 14:00:00,2022-01-01 14:30:00,2242.6,31.68,0,1.124,0.1364,0
"003.501","TEAK","003","501",2022-01-01 14:30:00,2022-01-01 15:00:00,2223.81,31.44,0,1.124,0.1364,0
"003.501","TEAK","003","501",2022-01-01 15:00:00,2022-01-01 15:30:00,2206.14,31.15,0,1.124,0.1364,0
"003.501","TEAK","003","501",2022-01-01 15:30:00,2022-01-01 16:00:00,2189.6,30.9,0,1.125,0.1364,0
"003.501","TEAK","003","501",2022-01-01 16:00:00,2022-01-01 16:30:00,2175.65,30.74,0,1.125,0.1364,0
"003.501","TEAK","003","501",2022-01-01 16:30:00,2022-01-01 17:00:00,2163.68,30.58,0,1.125,0.1364,0
"003.501","TEAK","003","501",2022-01-01 17:00:00,2022-01-01 17:30:00,2155.69,30.43,0,1.125,0.1364,0
"003.501","TEAK","003","501",2022-01-01 17:30:00,2022-01-01 18:00:00,2152.63,30.37,0,1.126,0.1364,0
"003.501","TEAK","003","501",2022-01-01 18:00:00,2022-01-01 18:30:00,2154.19,30.38,0,1.126,0.1364,0
"003.501","TEAK","003","501",2022-01-01 18:30:00,2022-01-01 19:00:00,2161.02,30.52,0,1.126,0.1364,0
"003.501","TEAK","003","501",2022-01-01 19:00:00,2022-01-01 19:30:00,2174.66,30.7,0,1.127,0.1364,0
"003.501","TEAK","003","501",2022-01-01 19:30:00,2022-01-01 20:00:00,2197.41,31.07,0,1.127,0.1364,0
"003.501","TEAK","003","501",2022-01-01 20:00:00,2022-01-01 20:30:00,2223.18,31.49,0,1.127,0.1364,0
"003.501","TEAK","003","501",2022-01-01 20:30:00,2022-01-01 21:00:00,2249.73,31.84,0,1.127,0.1364,0
"003.501","TEAK","003","501",2022-01-01 21:00:00,2022-01-01 21:30:00,2273.87,32.17,0,1.128,0.1364,0
"003.501","TEAK","003","501",2022-01-01 21:30:00,2022-01-01 22:00:00,2298.34,32.49,0,1.128,0.1364,0
"003.501","TEAK","003","501",2022-01-01 22:00:00,2022-01-01 22:30:00,2316.94,32.76,0,1.128,0.1364,0
"003.501","TEAK","003","501",2022-01-01 22:30:00,2022-01-01 23:00:00,2334.15,32.92,0,1.129,0.1364,0
"003.501","TEAK","003","501",2022-01-01 23:00:00,2022-01-01 23:30:00,2349.16,33.17,0,1.129,0.1364,0
"003.501","TEAK","003","501",2022-01-01 23:30:00,2022-01-02 00:00:00,2361.1,33.29,0,1.129,0.1364,0
"003.501","TEAK","003","501",2022-01-02 00:00:00,2022-01-02 00:30:00,2371.49,33.5,0,1.13,0.1364,0
"003.501","TEAK","003","501",2022-01-02 00:30:00,2022-01-02 01:00:00,2379.79,33.59,0,1.13,0.1364,0
"003.501","TEAK","003","501",2022-01-02 01:00:00,2022-01-02 01:30:00,2388.75,33.66,0,1.13,0.1364,0
"003.501","TEAK","003","501",2022-01-02 01:30:00,2022-01-02 02:00:00,2397.61,33.78,0,1.13,0.1364,0
"003.501","TEAK","003","501",2022-01-02 02:00:00,2022-01-02 02:30:00,2403.29,33.88,0,1.131,0.1364,0
"003.501","TEAK","003","501",2022-01-02 02:30:00,2022-01-02 03:00:00,2408.51,33.97,0,1.131,0.1364,0
"003.501","TEAK","003","501",2022-01-02 03:00:00,2022-01-02 03:30:00,2411.28,34.01,0,1.132,0.1364,0
"003.501","TEAK","003","501",2022-01-02 03:30:00,2022-01-02 04:00:00,2411.76,34,0,1.132,0.1364,0
"003.501","TEAK","003","501",2022-01-02 04:00:00,2022-01-02 04:30:00,2408.42,33.94,0,1.132,0.1364,0
"003.501","TEAK","003","501",2022-01-02 04:30:00,2022-01-02 05:00:00,2403.26,33.92,0,1.133,0.1364,0
"003.501","TEAK","003","501",2022-01-02 05:00:00,2022-01-02 05:30:00,2394.74,33.72,0,1.133,0.1364,0
"003.501","TEAK","003","501",2022-01-02 05:30:00,2022-01-02 06:00:00,2382.63,33.61,0,1.133,0.1364,0
"003.501","TEAK","003","501",2022-01-02 06:00:00,2022-01-02 06:30:00,2369.52,33.45,0,1.134,0.1364,0
"003.501","TEAK","003","501",2022-01-02 06:30:00,2022-01-02 07:00:00,2354.54,33.2,0,1.134,0.1364,0
"003.501","TEAK","003","501",2022-01-02 07:00:00,2022-01-02 07:30:00,2337.45,33.02,0,1.134,0.1364,0
"003.501","TEAK","003","501",2022-01-02 07:30:00,2022-01-02 08:00:00,NA,NA,1,1.135,0.1364,0
"003.501","TEAK","003","501",2022-01-02 08:00:00,2022-01-02 08:30:00,NA,NA,1,1.135,0.1364,0
"003.501","TEAK","003","501",2022-01-02 08:30:00,2022-01-02 09:00:00,NA,NA,1,1.135,0.1364,0
"003.501","TEAK","003","501",2022-01-02 09:00:00,2022-01-02 09:30:00,NA,NA,1,1.136,0.1364,0
"003.501","TEAK","003","501",2022-01-02 09:30:00,2022-01-02 10:00:00,2240.72,31.66,0,1.136,0.1364,0
"003.501","TEAK","003","501",2022-01-02 10:00:00,2022-01-02 10:30:00,2223.5,31.38,0,1.136,0.1364,0
"003.501","TEAK","003","501",2022-01-02 10:30:00,2022-01-02 11:00:00,2204.67,31.11,0,1.137,0.1364,0
"003.501","TEAK","003","501",2022-01-02 11:00:00,2022-01-02 11:30:00,2190.11,30.91,0,1.137,0.1364,0
"003.501","TEAK","003","501",2022-01-02 11:30:00,2022-01-02 12:00:00,2173.73,30.73,0,1.137,0.1364,0
"003.501","TEAK","003","501",2022-01-02 12:00:00,2022-01-02 12:30:00,2157.53,30.48,0,1.137,0.1364,0
"003.501","TEAK","003","501",2022-01-02 12:30:00,2022-01-02 13:00:00,2143.63,30.25,0,1.138,0.1364,0
"003.501","TEAK","003","501",2022-01-02 13:00:00,2022-01-02 13:30:00,2129.08,30.03,0,1.138,0.1364,0
"003.501","TEAK","003","501",2022-01-02 13:30:00,2022-01-02 14:00:00,2114.23,29.87,0,1.138,0.1364,0
"003.501","TEAK","003","501",2022-01-02 14:00:00,2022-01-02 14:30:00,2099.3,29.66,0,1.138,0.1364,0
"003.501","TEAK","003","501",2022-01-02 14:30:00,2022-01-02 15:00:00,2085.69,29.48,0,1.139,0.1364,0
"003.501","TEAK","003","501",2022-01-02 15:00:00,2022-01-02 15:30:00,2070.47,29.26,0,1.139,0.1364,0
"003.501","TEAK","003","501",2022-01-02 15:30:00,2022-01-02 16:00:00,2056.71,29.04,0,1.139,0.1364,0
"003.501","TEAK","003","501",2022-01-02 16:00:00,2022-01-02 16:30:00,2043.96,28.84,0,1.139,0.1364,0
"003.501","TEAK","003","501",2022-01-02 16:30:00,2022-01-02 17:00:00,2031.71,28.64,0,1.14,0.1364,0
"003.501","TEAK","003","501",2022-01-02 17:00:00,2022-01-02 17:30:00,2023.7,28.53,0,1.14,0.1364,0
"003.501","TEAK","003","501",2022-01-02 17:30:00,2022-01-02 18:00:00,2018.16,28.5,0,1.14,0.1364,0
"003.501","TEAK","003","501",2022-01-02 18:00:00,2022-01-02 18:30:00,2020.72,28.48,0,1.141,0.1364,0
"003.501","TEAK","003","501",2022-01-02 18:30:00,2022-01-02 19:00:00,2030.61,28.67,0,1.141,0.1364,0
"003.501","TEAK","003","501",2022-01-02 19:00:00,2022-01-02 19:30:00,2049.06,29,0,1.141,0.1364,0
"003.501","TEAK","003","501",2022-01-02 19:30:00,2022-01-02 20:00:00,2076.42,29.53,0,1.141,0.1364,0
"003.501","TEAK","003","501",2022-01-02 20:00:00,2022-01-02 20:30:00,2109.29,29.95,0,1.142,0.1364,0
"003.501","TEAK","003","501",2022-01-02 20:30:00,2022-01-02 21:00:00,2140.77,30.41,0,1.142,0.1364,0
"003.501","TEAK","003","501",2022-01-02 21:00:00,2022-01-02 21:30:00,2169.4,30.73,0,1.142,0.1364,0
"003.501","TEAK","003","501",2022-01-02 21:30:00,2022-01-02 22:00:00,2193.51,31.1,0,1.142,0.1364,0
"003.501","TEAK","003","501",2022-01-02 22:00:00,2022-01-02 22:30:00,2212.34,31.25,0,1.143,0.1364,0
"003.501","TEAK","003","501",2022-01-02 22:30:00,2022-01-02 23:00:00,NA,NA,1,1.143,0.1364,0
"003.501","TEAK","003","501",2022-01-02 23:00:00,2022-01-02 23:30:00,NA,NA,1,1.143,0.1364,0
"003.501","TEAK","003","501",2022-01-02 23:30:00,2022-01-03 00:00:00,NA,NA,1,1.143,0.1364,0
"003.501","TEAK","003","501",2022-01-03 00:00:00,2022-01-03 00:30:00,2256.94,31.89,0,1.144,0.1364,0
"003.501","TEAK","003","501",2022-01-03 00:30:00,2022-01-03 01:00:00,NA,NA,1,1.144,0.1364,0
"003.501","TEAK","003","501",2022-01-03 01:00:00,2022-01-03 01:30:00,2274.77,32.04,0,1.144,0.1364,0
"003.501","TEAK","003","501",2022-01-03 01:30:00,2022-01-03 02:00:00,NA,NA,1,1.144,0.1364,0
"003.501","TEAK","003","501",2022-01-03 02:00:00,2022-01-03 02:30:00,NA,NA,1,1.145,0.1364,0
"003.501","TEAK","003","501",2022-01-03 02:30:00,2022-01-03 03:00:00,NA,NA,1,1.145,0.1364,0
"003.501","TEAK","003","501",2022-01-03 03:00:00,2022-01-03 03:30:00,2304.93,32.51,0,1.145,0.1364,0
"003.501","TEAK","003","501",2022-01-03 03:30:00,2022-01-03 04:00:00,2309.26,32.56,0,1.145,0.1364,0
"003.501","TEAK","003","501",2022-01-03 04:00:00,2022-01-03 04:30:00,2308.44,32.52,0,1.146,0.1364,0
"003.501","TEAK","003","501",2022-01-03 04:30:00,2022-01-03 05:00:00,2304.61,32.51,0,1.146,0.1364,0
"003.501","TEAK","003","501",2022-01-03 05:00:00,2022-01-03 05:30:00,2295.59,32.41,0,1.146,0.1364,0
"003.501","TEAK","003","501",2022-01-03 05:30:00,2022-01-03 06:00:00,2284.19,32.2,0,1.146,0.1364,0
"003.501","TEAK","003","501",2022-01-03 06:00:00,2022-01-03 06:30:00,2267.93,32.06,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 06:30:00,2022-01-03 07:00:00,2250.1,31.81,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 07:00:00,2022-01-03 07:30:00,2230.16,31.54,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 07:30:00,2022-01-03 08:00:00,2209.76,31.29,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 08:00:00,2022-01-03 08:30:00,2188.46,30.92,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 08:30:00,2022-01-03 09:00:00,2167.81,30.7,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 09:00:00,2022-01-03 09:30:00,2147.32,30.44,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 09:30:00,2022-01-03 10:00:00,2125.99,30.07,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 10:00:00,2022-01-03 10:30:00,2107.07,29.79,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 10:30:00,2022-01-03 11:00:00,2087.13,29.56,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 11:00:00,2022-01-03 11:30:00,2068.41,29.26,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 11:30:00,2022-01-03 12:00:00,2050.91,29.03,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 12:00:00,2022-01-03 12:30:00,2033.99,28.82,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 12:30:00,2022-01-03 13:00:00,2018.77,28.56,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 13:00:00,2022-01-03 13:30:00,2004.73,28.37,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 13:30:00,2022-01-03 14:00:00,1988.51,28.2,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 14:00:00,2022-01-03 14:30:00,1972.82,27.9,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 14:30:00,2022-01-03 15:00:00,1957.85,27.68,0,1.147,0.1364,0
"003.501","TEAK","003","501",2022-01-03 15:00:00,2022-01-03 15:30:00,NA,NA,1,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 15:30:00,2022-01-03 16:00:00,NA,NA,1,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 16:00:00,2022-01-03 16:30:00,NA,NA,1,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 16:30:00,2022-01-03 17:00:00,1904.38,26.9,0,1.148,0.1364,0
"003.501","TEAK","003","501",2022-01-03 17:00:00,2022-01-03 17:30:00,1895.4,26.78,0,1.149,0.1364,0
"003.501","TEAK","003","501",2022-01-03 17:30:00,2022-01-03 18:00:00,1892.18,26.68,0,1.149,0.1364,0
"003.501","TEAK","003","501",2022-01-03 18:00:00,2022-01-03 18:30:00,1895.15,26.75,0,1.149,0.1364,0
"003.501","TEAK","003","501",2022-01-03 18:30:00,2022-01-03 19:00:00,1906.27,26.96,0,1.15,0.1364,0
"003.501","TEAK","003","501",2022-01-03 19:00:00,2022-01-03 19:30:00,1927.32,27.27,0,1.15,0.1364,0
"003.501","TEAK","003","501",2022-01-03 19:30:00,2022-01-03 20:00:00,1958.43,27.79,0,1.15,0.1364,0
"003.501","TEAK","003","501",2022-01-03 20:00:00,2022-01-03 20:30:00,NA,NA,1,1.15,0.1364,0
"003.501","TEAK","003","501",2022-01-03 20:30:00,2022-01-03 21:00:00,NA,NA,1,1.15,0.1364,0
"003.501","TEAK","003","501",2022-01-03 21:00:00,2022-01-03 21:30:00,NA,NA,1,1.151,0.1364,0
"003.501","TEAK","003","501",2022-01-03 21:30:00,2022-01-03 22:00:00,NA,NA,1,1.151,0.1364,0
"003.501","TEAK","003","501",2022-01-03 22:00:00,2022-01-03 22:30:00,NA,NA,1,1.151,0.1364,0
"003.501","TEAK","003","501",2022-01-03 22:30:00,2022-01-03 23:00:00,2117.81,29.88,0,1.151,0.1364,0
"003.501","TEAK","003","501",2022-01-03 23:00:00,2022-01-03 23:30:00,2130.99,30.06,0,1.152,0.1364,0
"003.501","TEAK","003","501",2022-01-03 23:30:00,2022-01-04 00:00:00,2143.76,30.29,0,1.152,0.1364,0
"003.501","TEAK","003","501",2022-01-04 00:00:00,2022-01-04 00:30:00,2155.03,30.4,0,1.152,0.1364,0
"003.501","TEAK","003","501",2022-01-04 00:30:00,2022-01-04 01:00:00,2166.32,30.61,0,1.152,0.1364,0
"003.501","TEAK","003","501",2022-01-04 01:00:00,2022-01-04 01:30:00,2176.73,30.72,0,1.153,0.1364,0
"003.501","TEAK","003","501",2022-01-04 01:30:00,2022-01-04 02:00:00,2185.64,30.89,0,1.153,0.1364,0
"003.501","TEAK","003","501",2022-01-04 02:00:00,2022-01-04 02:30:00,2192.48,30.89,0,1.154,0.1364,0
"003.501","TEAK","003","501",2022-01-04 02:30:00,2022-01-04 03:00:00,2193.46,30.92,0,1.154,0.1364,0
"003.501","TEAK","003","501",2022-01-04 03:00:00,2022-01-04 03:30:00,2190.84,30.89,0,1.154,0.1364,0
"003.501","TEAK","003","501",2022-01-04 03:30:00,2022-01-04 04:00:00,2184.39,30.8,0,1.155,0.1364,0
"003.501","TEAK","003","501",2022-01-04 04:00:00,2022-01-04 04:30:00,2174.1,30.63,0,1.155,0.1364,0
"003.501","TEAK","003","501",2022-01-04 04:30:00,2022-01-04 05:00:00,2158,30.46,0,1.155,0.1364,0
"003.501","TEAK","003","501",2022-01-04 05:00:00,2022-01-04 05:30:00,2141.08,30.25,0,1.155,0.1364,0
"003.501","TEAK","003","501",2022-01-04 05:30:00,2022-01-04 06:00:00,2121.8,30.11,0,1.156,0.1364,0
"003.501","TEAK","003","501",2022-01-04 06:00:00,2022-01-04 06:30:00,2103.13,29.71,0,1.156,0.1364,0
"003.501","TEAK","003","501",2022-01-04 06:30:00,2022-01-04 07:00:00,2083.68,29.47,0,1.157,0.1364,0
"003.501","TEAK","003","501",2022-01-04 07:00:00,2022-01-04 07:30:00,2064.76,29.18,0,1.157,0.1364,0
"003.501","TEAK","003","501",2022-01-04 07:30:00,2022-01-04 08:00:00,2043.87,28.95,0,1.157,0.1364,0
"003.501","TEAK","003","501",2022-01-04 08:00:00,2022-01-04 08:30:00,2024.14,28.65,0,1.157,0.1364,0
"003.501","TEAK","003","501",2022-01-04 08:30:00,2022-01-04 09:00:00,2004.73,28.36,0,1.158,0.1364,0
"003.501","TEAK","003","501",2022-01-04 09:00:00,2022-01-04 09:30:00,1987.24,28.18,0,1.158,0.1364,0
"003.501","TEAK","003","501",2022-01-04 09:30:00,2022-01-04 10:00:00,1970.39,27.85,0,1.159,0.1364,0
"003.501","TEAK","003","501",2022-01-04 10:00:00,2022-01-04 10:30:00,1954.28,27.67,0,1.159,0.1364,0
"003.501","TEAK","003","501",2022-01-04 10:30:00,2022-01-04 11:00:00,1942.32,27.46,0,1.159,0.1364,0
"003.501","TEAK","003","501",2022-01-04 11:00:00,2022-01-04 11:30:00,1932.32,27.28,0,1.16,0.1364,0
"003.501","TEAK","003","501",2022-01-04 11:30:00,2022-01-04 12:00:00,1925.78,27.16,0,1.16,0.1364,0
"003.501","TEAK","003","501",2022-01-04 12:00:00,2022-01-04 12:30:00,1921.86,27.14,0,1.161,0.1364,0
"003.501","TEAK","003","501",2022-01-04 12:30:00,2022-01-04 13:00:00,1919.87,27.09,0,1.161,0.1364,0
"003.501","TEAK","003","501",2022-01-04 13:00:00,2022-01-04 13:30:00,1918.32,27.05,0,1.162,0.1364,0
"003.501","TEAK","003","501",2022-01-04 13:30:00,2022-01-04 14:00:00,1917.82,27.06,0,1.162,0.1364,0
"003.501","TEAK","003","501",2022-01-04 14:00:00,2022-01-04 14:30:00,1914.58,26.98,0,1.163,0.1364,0
"003.501","TEAK","003","501",2022-01-04 14:30:00,2022-01-04 15:00:00,1914.56,26.99,0,1.163,0.1364,0
"003.501","TEAK","003","501",2022-01-04 15:00:00,2022-01-04 15:30:00,1917.23,27.11,0,1.164,0.1364,0
"003.501","TEAK","003","501",2022-01-04 15:30:00,2022-01-04 16:00:00,1919.54,27.04,0,1.164,0.1364,0
"003.501","TEAK","003","501",2022-01-04 16:00:00,2022-01-04 16:30:00,1922.21,27.1,0,1.164,0.1364,0
"003.501","TEAK","003","501",2022-01-04 16:30:00,2022-01-04 17:00:00,1924.57,27.12,0,1.165,0.1364,0
"003.501","TEAK","003","501",2022-01-04 17:00:00,2022-01-04 17:30:00,1929.4,27.2,0,1.165,0.1364,0
"003.501","TEAK","003","501",2022-01-04 17:30:00,2022-01-04 18:00:00,1940.27,27.42,0,1.165,0.1364,0
"003.501","TEAK","003","501",2022-01-04 18:00:00,2022-01-04 18:30:00,1959.54,27.7,0,1.166,0.1364,0
"003.501","TEAK","003","501",2022-01-04 18:30:00,2022-01-04 19:00:00,1981.82,28.1,0,1.166,0.1364,0
"003.501","TEAK","003","501",2022-01-04 19:00:00,2022-01-04 19:30:00,2009.92,28.47,0,1.167,0.1364,0
"003.501","TEAK","003","501",2022-01-04 19:30:00,2022-01-04 20:00:00,2038.43,28.91,0,1.167,0.1364,0
"003.501","TEAK","003","501",2022-01-04 20:00:00,2022-01-04 20:30:00,2065.5,29.24,0,1.167,0.1364,0
"003.501","TEAK","003","501",2022-01-04 20:30:00,2022-01-04 21:00:00,2089.61,29.56,0,1.168,0.1364,0
"003.501","TEAK","003","501",2022-01-04 21:00:00,2022-01-04 21:30:00,2110.53,29.85,0,1.168,0.1364,0
"003.501","TEAK","003","501",2022-01-04 21:30:00,2022-01-04 22:00:00,2124.01,29.94,0,1.169,0.1364,0
"003.501","TEAK","003","501",2022-01-04 22:00:00,2022-01-04 22:30:00,2131.63,30.06,0,1.169,0.1364,0
"003.501","TEAK","003","501",2022-01-04 22:30:00,2022-01-04 23:00:00,2135.56,30.12,0,1.169,0.1364,0
"003.501","TEAK","003","501",2022-01-04 23:00:00,2022-01-04 23:30:00,2136.58,30.11,0,1.17,0.1364,0
"003.501","TEAK","003","501",2022-01-04 23:30:00,2022-01-05 00:00:00,2138.12,30.18,0,1.17,0.1364,0
"003.501","TEAK","003","501",2022-01-05 00:00:00,2022-01-05 00:30:00,2137.57,30.14,0,1.17,0.1364,0
"003.501","TEAK","003","501",2022-01-05 00:30:00,2022-01-05 01:00:00,2139.01,30.18,0,1.171,0.1364,0
"003.501","TEAK","003","501",2022-01-05 01:00:00,2022-01-05 01:30:00,2140.99,30.31,0,1.171,0.1364,0
"003.501","TEAK","003","501",2022-01-05 01:30:00,2022-01-05 02:00:00,2142.62,30.24,0,1.171,0.1364,0
"003.501","TEAK","003","501",2022-01-05 02:00:00,2022-01-05 02:30:00,2145.98,30.3,0,1.172,0.1364,0
"003.501","TEAK","003","501",2022-01-05 02:30:00,2022-01-05 03:00:00,2150.03,30.34,0,1.172,0.1364,0
"003.501","TEAK","003","501",2022-01-05 03:00:00,2022-01-05 03:30:00,2153.23,30.32,0,1.173,0.1364,0
"003.501","TEAK","003","501",2022-01-05 03:30:00,2022-01-05 04:00:00,2158.21,30.46,0,1.173,0.1364,0
"003.501","TEAK","003","501",2022-01-05 04:00:00,2022-01-05 04:30:00,2165.77,30.54,0,1.174,0.1364,0
"003.501","TEAK","003","501",2022-01-05 04:30:00,2022-01-05 05:00:00,2171.94,30.61,0,1.174,0.1364,0
"003.501","TEAK","003","501",2022-01-05 05:00:00,2022-01-05 05:30:00,2177.79,30.73,0,1.174,0.1364,0
"003.501","TEAK","003","501",2022-01-05 05:30:00,2022-01-05 06:00:00,2181.67,30.74,0,1.174,0.1364,0
"003.501","TEAK","003","501",2022-01-05 06:00:00,2022-01-05 06:30:00,2183.34,30.77,0,1.175,0.1364,0
"003.501","TEAK","003","501",2022-01-05 06:30:00,2022-01-05 07:00:00,2182.53,30.78,0,1.175,0.1364,0
"003.501","TEAK","003","501",2022-01-05 07:00:00,2022-01-05 07:30:00,2180.07,30.77,0,1.176,0.1364,0
"003.501","TEAK","003","501",2022-01-05 07:30:00,2022-01-05 08:00:00,2177.4,30.71,0,1.176,0.1364,0
"003.501","TEAK","003","501",2022-01-05 08:00:00,2022-01-05 08:30:00,2174.59,30.69,0,1.176,0.1364,0
"003.501","TEAK","003","501",2022-01-05 08:30:00,2022-01-05 09:00:00,2173.03,30.65,0,1.177,0.1364,0
"003.501","TEAK","003","501",2022-01-05 09:00:00,2022-01-05 09:30:00,2170.47,30.62,0,1.177,0.1364,0
"003.501","TEAK","003","501",2022-01-05 09:30:00,2022-01-05 10:00:00,2164.89,30.52,0,1.177,0.1364,0
"003.501","TEAK","003","501",2022-01-05 10:00:00,2022-01-05 10:30:00,2158.21,30.48,0,1.178,0.1364,0
"003.501","TEAK","003","501",2022-01-05 10:30:00,2022-01-05 11:00:00,2149.05,30.29,0,1.178,0.1364,0
"003.501","TEAK","003","501",2022-01-05 11:00:00,2022-01-05 11:30:00,2138.73,30.22,0,1.178,0.1364,0
"003.501","TEAK","003","501",2022-01-05 11:30:00,2022-01-05 12:00:00,2127.37,30.08,0,1.179,0.1364,0
"003.501","TEAK","003","501",2022-01-05 12:00:00,2022-01-05 12:30:00,2114.25,29.89,0,1.179,0.1364,0
"003.501","TEAK","003","501",2022-01-05 12:30:00,2022-01-05 13:00:00,2098.83,29.75,0,1.179,0.1364,0
"003.501","TEAK","003","501",2022-01-05 13:00:00,2022-01-05 13:30:00,2083.52,29.42,0,1.18,0.1364,0
"003.501","TEAK","003","501",2022-01-05 13:30:00,2022-01-05 14:00:00,2068.7,29.21,0,1.18,0.1364,0
"003.501","TEAK","003","501",2022-01-05 14:00:00,2022-01-05 14:30:00,2054.65,29.11,0,1.18,0.1364,0
"003.501","TEAK","003","501",2022-01-05 14:30:00,2022-01-05 15:00:00,2042.57,28.8,0,1.181,0.1364,0
"003.501","TEAK","003","501",2022-01-05 15:00:00,2022-01-05 15:30:00,2030.82,28.69,0,1.181,0.1364,0
"003.501","TEAK","003","501",2022-01-05 15:30:00,2022-01-05 16:00:00,2017.83,28.51,0,1.182,0.1364,0
"003.501","TEAK","003","501",2022-01-05 16:00:00,2022-01-05 16:30:00,2007.98,28.33,0,1.182,0.1364,0
